Id,AyahText,SurahNo,AyahNumber,Comment
744,"Марям ўғли Масиҳ фақатгина Расул. Ундан олдин ҳам Расуллар ўтган, Онаси эса Сиддиқа/содиқ аёл эди, икковлари таомланарди. Қара, уларга оятларни қандай баён қилиб бермоқдамиз; кейин қара, улар қандай юз ўгириб кетмоқда.",5,75,
745,"Сен айт: “Наҳотки, Аллоҳдан ўзга сизга зарар ҳам, фойда ҳам етказа олмайдиганларга қуллик/хизмат қиласиз?” Ёлғиз Аллоҳ Самиъ Алим /эшитгувчи, билгувчи.",5,76,
746,"Сен айт: “Эй Китоб аҳли, динингизда ғулув қилманг/ҳақдан оғманг; ва илгари ҳам йўлдан озган, ҳам кўпларни оздирган, энди ҳам тўғри йўлдан озиб бўлган қавмнинг ҳавосига/истакларига эргашманг”.",5,77,
747,Исроил ўғилларидаги кофирлар Довуд ҳамда Исо ибн Марям тилида лаънатланди. Бу - уларнинг исён ва тажовузлари/ҳаддан ошишлари сабабли.,5,78,
748,"Улар, қилган ёмонликларидан бир-бирини қайтармас эдилар. Қанчалар ёмон бу феъллари!",5,79,
749,"Уларнинг кўплари кофирларга юзланиб, уларни валий/йўл кўрсатувчи тутганини кўрасан. Нафси уларга тақдим этгани қанчалар ёмон! Аллоҳ уларга ғазаб қилди, улар Абадий Азобда қоладилар.",5,80,
750,"Агар Аллоҳга ва Набийга, ҳамда унга нозил қилинганга ишонганларида эди, уларни валий/йўл кўрсатувчи тутмаган бўлишарди. Лекин уларнинг кўплари фосиқлар/йўлдан озганлардир.",5,81,
751,"Одамлар орасида, муминларга қарши энг ашаддий душман бу яҳуд ҳамда Аллоҳга шерик қўшганлар эканини топасан. Иймон келтирганларга нисбатан меҳр-муҳаббатда яқинроғи бу ўзларини “Насоромиз” деганлар эканини топасан. Ана шундай, зеро улар орасида қиссислар/теран изланишлар олиб борувчи ва руҳбонлар бор, улар кибр қилмаслар.",5,82,
752,"Расулга нозил қилинганни тинглаганларида, ҳақни танигани сабабли кўзлари ёшга тўлганини кўрасан. Дейдилар: “Эй Раббимиз, биз иймон келтирдик/тасдиқладик, бизни шоҳидлар/ҳаққа гувоҳ бўлганлар билан бирга ёзгин.",5,83,
753,"Нега Аллоҳга ишонмайлик ва бизга келган ҳаққа имон келтирмайлик? Нега Раббимиз бизни ҳам солиҳлар билан бирга киритсин, дея умид қилмайлик?”",5,84,
754,"Бу сўзлари боис, Аллоҳ уларга остидан анҳорлар оққан боғ-роғлар берди, унда абадий қоладилар. Яхшилик қилувчиларнинг мукофоти ана шу.",5,85,
755,Оятларимизга кофир бўлган ва уларни ёлғонга чиқарганлар Жаҳаннам аҳлидир.,5,86,
756,"Эй иймон келтирганлар! Аллоҳ сизга ҳалол қилган покиза нарсаларни ҳаром қилиб олманг, ҳаддингиздан ошманг. Ҳаддидан ошганларни Аллоҳ яхши кўрмайди.",5,87,
757,"Аллоҳнинг ризқ қилиб берганидан ҳалол ва покизаларидан енг, ва ўзингиз иймон келтирган Аллоҳга тақво қилинг.",5,88,
758,"Аллоҳ қасамингиздаги янглиш сўзлар учун сизни жавобгар тутмайди, лекин қасд ила боғланган аҳдлар/зиммангизга олган мажбуриятлар учун жавобгар тутади. Бунинг каффорати: ўнта мискинни аҳлингиз таомланадиган ўртача даражада тўйдириш, ёки кийинтириш ёки бир қулни озод қилиш. Ким буни топа олмаса, уч кун Саум қилсин/Рўза тутсин. Боғланган аҳдлар/Зиммангизга олган мажбуриятларга хилоф қилганингиздаги каффорат ана шу. Боғланган аҳдлар/Зиммангизга олган мажбуриятларни муҳофаза этинг. Шукур қилишингиз учун, Аллоҳ сизга ўз оятларини ана шундай баён қилади.",5,89,
