"No","Text","Izohli","SurahNo","AyahNo"
"8:72","Имон келтирганлар, ҳижрат этганлар ва молию-жони билан Аллоҳ йўлида жидду-жаҳд қилганлар ҳамда бошпана ва ёрдам берганлар; ана ўшалар бир-бирларининг валий/йўл кўрсатувчиларидир. Ишонган, аммо ҳижрат этмаганлар эса, то ҳижрат этмагунларича  сизга валий бўлмаслар. Лекин динда ёрдам сўраса, уларга ёрдам бериш зиммангиздадир, (сизлар билан ўртада келишув бўлганларга қарши эса ёрдам бермайсиз). Аллоҳ сизнинг нима қилаётганингизни кўриб туради.","",,
"8:73","Кофир бўлганлар бир-бирларининг валийларидир. Агар шундай қилмасангиз, Ер юзида фитна ва катта бузғунчилик бўлади.","",,
"8:74","Имон келтирганлар, ҳижрат қилганлар ва Аллоҳ йўлида жидду-жаҳд қилганлар ҳамда бошпана ва ёрдам берганлар, ана ўшалар ҳақиқий имон эгаларидир. Кечирим ва мўл ризқ ана ўшалар учундир.","",,
"8:75","Кейинроқ имон келтирганлар, ва ҳижрат этганлар, ва сиз билан бирга жанг қилганлар, ана ўшалар сиздандир. Қариндошлар Аллоҳнинг Китобида/Қонунида бир-бирларига яқинроқдир (33:6). Аллоҳ барча нарсани билгувчи.","",,
"9:1",Сиз билан аҳдлашган/битим тузган мушрикларга Аллоҳдан ва Расулидан бароат/мажбуриятлардан соқитлик эълони.,"",,
"9:2","Тўрт ой Ер юзида кезиб туринг. Билингки, Аллоҳни асло ожиз қила олмайсиз. Аллоҳ ҳали кофирларни хор қилади.","",,
"9:3","Катта Ҳаж куни Аллоҳдан ва Расулидан одамларга эълон: Аллоҳ ва Расули бу мушриклардан бариъ/барча битим мажбуриятларидан соқит. Агар битим шартларига қайтсангиз, бу ўзингиз учун яхши. Агар битим шартларидан юз ўгирсангиз, билиб қўйинг, Аллоҳни ожиз қила олмайсиз. Кофирлик/Нонкўрлик қилганларга Аламли Азоб хушхабарини бер.","",,
"9:4","Лекин сизлар билан битим тузган, кейин битим шартларига бенуқсон риоя этган ҳамда сизга қарши ҳеч ким билан иттифоқ қурмаган мушриклар билан битимни ўз муддатигача адо этинг. Албатта, Аллоҳ бундай тақводорларни/аҳдни бузишдан тийилувчиларни яхши кўради.","",,
"9:5","Ҳаром ойлар ўтгач, бу мушриклар (9:1) билан қаерда тўқнашсангиз, жанг қилинг: уларни ҳибсга олинг, қуршовга олинг ва барча кузатув мавзеларида уларни кузатинг. Агар Салотни қоим қилсалар/битим шартларига эргашсалар, Закотни адо этсалар/уни бузмасдан сақласалар, уларнинг йўлини тўсманг/холий қўйинг. Аллоҳ Ғафур Раҳим/кечиримли, раҳмдил.","",,
"9:6","Агар мушриклардан бирортаси хавфсизлик истаб сенга келса, унинг хавфсизлигини таъминлагин, токи Аллоҳнинг каломини эшитсин. Сўнгра хавфсиз жойга етказгин, зеро улар билмайдиган/Аллоҳнинг каломидан бехабар қавм.","",,
"9:7","Бундай мушриклар билан Аллоҳ ва Расули наздида яна қандай аҳд/битим бўлиши мумкин? Мабодо Масжид-ал-Ҳаромда аҳдлашган бўлсангиз мустасно. Улар сизнинг ҳаққингизда истиқоматда бўлгани/битим шартларига риоя этгани муддатча, сизлар ҳам уларнинг ҳаққида истиқоматда бўлинг/риоя этинг. Албатта, Аллоҳ бундай тақводорларни/аҳдни бузишдан тийилувчиларни яхши кўради.","",,
